personId,season_year,personName,position,games_played,minutes_float,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,fg_percentage,three_pt_percentage,ft_percentage,avg_minutes,avg_points,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_fouls
2767,2011-12,Royal Ivey,N/A,34,354.0833333333333,26,73,18,53,1,8,1,23,24,10,14,0,9,36,71,6,0.3561643835616438,0.33962264150943394,0.125,10.41421568627451,2.088235294117647,0.7058823529411765,0.29411764705882354,0.4117647058823529,0.0,0.2647058823529412,1.0588235294117647
2767,2012-13,Royal Ivey,G,53,698.4666666666667,62,144,37,88,9,16,16,41,57,32,23,3,20,73,170,-90,0.4305555555555556,0.42045454545454547,0.5625,13.178616352201258,3.207547169811321,1.0754716981132075,0.6037735849056604,0.4339622641509434,0.05660377358490566,0.37735849056603776,1.3773584905660377
2767,2013-14,Royal Ivey,N/A,2,4.8,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,-4,0.0,0.0,0.0,2.4,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2768,2010-11,Chris Duhon,G,51,773.9833333333333,49,129,13,52,14,25,9,43,52,118,16,2,61,30,125,1,0.3798449612403101,0.25,0.56,15.176143790849673,2.450980392156863,1.0196078431372548,2.3137254901960786,0.3137254901960784,0.0392156862745098,1.196078431372549,0.5882352941176471
2768,2011-12,Chris Duhon,G,63,1226.0166666666667,85,203,50,119,17,21,14,88,102,151,35,9,81,71,237,-15,0.4187192118226601,0.42016806722689076,0.8095238095238095,19.46058201058201,3.761904761904762,1.619047619047619,2.3968253968253967,0.5555555555555556,0.14285714285714285,1.2857142857142858,1.126984126984127
2768,2012-13,Chris Duhon,G,46,820.0333333333333,47,123,33,91,6,13,11,57,68,133,20,1,40,56,133,-8,0.3821138211382114,0.3626373626373626,0.46153846153846156,17.826811594202898,2.891304347826087,1.4782608695652173,2.891304347826087,0.43478260869565216,0.021739130434782608,0.8695652173913043,1.2173913043478262
2772,2010-11,Trevor Ariza,F,75,2599.9,303,762,82,271,138,197,61,347,408,162,120,31,118,180,826,9,0.39763779527559057,0.3025830258302583,0.700507614213198,34.665333333333336,11.013333333333334,5.44,2.16,1.6,0.41333333333333333,1.5733333333333333,2.4
2772,2011-12,Trevor Ariza,F,41,1350.0833333333333,168,403,29,87,79,102,41,174,215,135,69,25,76,73,444,-172,0.41687344913151364,0.3333333333333333,0.7745098039215687,32.92886178861789,10.829268292682928,5.2439024390243905,3.292682926829268,1.6829268292682926,0.6097560975609756,1.853658536585366,1.7804878048780488
2772,2012-13,Trevor Ariza,F/G,56,1470.7,188,451,76,209,78,95,44,222,266,113,72,20,84,72,530,-46,0.41685144124168516,0.36363636363636365,0.8210526315789474,26.2625,9.464285714285714,4.75,2.017857142857143,1.2857142857142858,0.35714285714285715,1.5,1.2857142857142858
2772,2013-14,Trevor Ariza,F/G,77,2722.55,389,853,180,442,149,193,99,376,475,191,126,20,132,179,1107,196,0.45603751465416176,0.4072398190045249,0.772020725388601,35.35779220779221,14.376623376623376,6.1688311688311686,2.4805194805194803,1.6363636363636365,0.2597402597402597,1.7142857142857142,2.324675324675325
2772,2014-15,Trevor Ariza,F,82,2930.1666666666665,366,910,194,555,122,143,77,382,459,209,152,17,141,186,1048,230,0.4021978021978022,0.34954954954954953,0.8531468531468531,35.733739837398375,12.78048780487805,5.597560975609756,2.548780487804878,1.853658536585366,0.2073170731707317,1.7195121951219512,2.268292682926829
2772,2015-16,Trevor Ariza,F,81,2859.133333333333,357,859,185,499,126,161,67,299,366,188,160,26,113,177,1025,40,0.41559953434225844,0.37074148296593185,0.782608695652174,35.297942386831274,12.654320987654321,4.518518518518518,2.3209876543209877,1.9753086419753085,0.32098765432098764,1.3950617283950617,2.185185185185185
2772,2016-17,Trevor Ariza,F,80,2772.6,326,798,191,555,93,126,54,404,458,175,147,20,73,133,936,366,0.40852130325814534,0.3441441441441441,0.7380952380952381,34.6575,11.7,5.725,2.1875,1.8375,0.25,0.9125,1.6625
2772,2017-18,Trevor Ariza,F/G,67,2269.2166666666667,268,651,170,462,76,89,33,261,294,105,98,13,52,132,782,373,0.4116743471582181,0.36796536796536794,0.8539325842696629,33.86890547263682,11.671641791044776,4.388059701492537,1.5671641791044777,1.462686567164179,0.19402985074626866,0.7761194029850746,1.9701492537313432
2772,2018-19,Trevor Ariza,F,69,2348.8333333333335,294,736,145,434,130,164,50,321,371,252,91,21,106,130,863,-332,0.39945652173913043,0.33410138248847926,0.7926829268292683,34.04106280193237,12.507246376811594,5.3768115942028984,3.652173913043478,1.318840579710145,0.30434782608695654,1.536231884057971,1.8840579710144927
2772,2019-20,Trevor Ariza,F,53,1492.3,142,324,77,207,62,74,34,212,246,91,69,15,56,111,423,-10,0.4382716049382716,0.3719806763285024,0.8378378378378378,28.156603773584905,7.981132075471698,4.6415094339622645,1.7169811320754718,1.3018867924528301,0.2830188679245283,1.0566037735849056,2.0943396226415096
2772,2020-21,Trevor Ariza,F,30,840.9666666666667,99,241,50,143,34,44,27,117,144,55,31,18,21,55,282,40,0.4107883817427386,0.34965034965034963,0.7727272727272727,28.032222222222224,9.4,4.8,1.8333333333333333,1.0333333333333334,0.6,0.7,1.8333333333333333
2772,2021-22,Trevor Ariza,F,24,462.3,33,99,20,74,10,18,10,72,82,27,13,6,11,20,96,-56,0.3333333333333333,0.2702702702702703,0.5555555555555556,19.2625,4.0,3.4166666666666665,1.125,0.5416666666666666,0.25,0.4583333333333333,0.8333333333333334
2788,2010-11,DJ Mbenga,N/A,41,329.8833333333333,23,49,0,0,13,18,35,51,86,6,6,27,21,52,59,-36,0.46938775510204084,0.0,0.7222222222222222,8.045934959349593,1.4390243902439024,2.097560975609756,0.14634146341463414,0.14634146341463414,0.6585365853658537,0.5121951219512195,1.2682926829268293
2804,2010-11,Andres Nocioni,F,54,930.8166666666667,118,277,42,118,49,61,19,150,169,45,14,15,47,100,327,-139,0.4259927797833935,0.3559322033898305,0.8032786885245902,17.237345679012346,6.055555555555555,3.1296296296296298,0.8333333333333334,0.25925925925925924,0.2777777777777778,0.8703703703703703,1.8518518518518519
2804,2011-12,Andres Nocioni,F,11,55.65,5,20,1,6,6,11,1,13,14,1,1,1,5,4,17,-21,0.25,0.16666666666666666,0.5454545454545454,5.059090909090909,1.5454545454545454,1.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.36363636363636365
2853,2010-11,Earl Barron,C/F,21,305.5333333333333,32,99,0,0,15,24,32,44,76,11,8,6,16,46,79,-34,0.32323232323232326,0.0,0.625,14.549206349206347,3.761904761904762,3.619047619047619,0.5238095238095238,0.38095238095238093,0.2857142857142857,0.7619047619047619,2.1904761904761907
2853,2011-12,Earl Barron,N/A,2,8.716666666666667,2,4,0,0,0,0,1,0,1,0,0,0,0,5,4,-2,0.5,0.0,0.0,4.358333333333333,2.0,0.5,0.0,0.0,0.0,0.0,2.5
2853,2012-13,Earl Barron,C/F,12,158.15,18,51,0,0,3,7,22,39,61,5,5,6,11,24,39,-18,0.35294117647058826,0.0,0.42857142857142855,13.179166666666667,3.25,5.083333333333333,0.4166666666666667,0.4166666666666667,0.5,0.9166666666666666,2.0
2853,2014-15,Earl Barron,C,16,142.83333333333331,12,39,2,4,6,12,14,14,28,5,4,2,5,26,32,-57,0.3076923076923077,0.5,0.5,8.927083333333332,2.0,1.75,0.3125,0.25,0.125,0.3125,1.625
2863,2010-11,Damien Wilkins,N/A,52,676.4833333333333,69,137,2,10,40,56,23,67,90,41,27,9,21,72,180,-122,0.5036496350364964,0.2,0.7142857142857143,13.009294871794872,3.4615384615384617,1.7307692307692308,0.7884615384615384,0.5192307692307693,0.17307692307692307,0.40384615384615385,1.3846153846153846
2863,2011-12,Damien Wilkins,F,60,922.2333333333333,76,193,7,23,34,54,22,78,100,44,29,13,30,85,193,-51,0.39378238341968913,0.30434782608695654,0.6296296296296297,15.370555555555557,3.216666666666667,1.6666666666666667,0.7333333333333333,0.48333333333333334,0.21666666666666667,0.5,1.4166666666666667
2863,2012-13,Damien Wilkins,F/G,61,1095.1166666666668,145,316,17,51,81,109,32,73,105,91,37,18,49,98,388,-137,0.4588607594936709,0.3333333333333333,0.7431192660550459,17.95273224043716,6.360655737704918,1.721311475409836,1.4918032786885247,0.6065573770491803,0.29508196721311475,0.8032786885245902,1.6065573770491803
2863,2017-18,Damien Wilkins,F,19,152.41666666666666,13,39,4,18,3,4,5,11,16,9,2,1,5,7,33,27,0.3333333333333333,0.2222222222222222,0.75,8.021929824561402,1.736842105263158,0.8421052631578947,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.2631578947368421,0.3684210526315789
101106,2010-11,Andrew Bogut,C,65,2297.383333333333,367,742,0,4,96,217,199,521,720,131,47,168,125,217,830,10,0.4946091644204852,0.0,0.4423963133640553,35.344358974358975,12.76923076923077,11.076923076923077,2.0153846153846153,0.7230769230769231,2.5846153846153848,1.9230769230769231,3.3384615384615386
101106,2011-12,Andrew Bogut,C,12,363.71666666666664,61,136,0,1,14,23,22,78,100,31,12,24,24,36,136,19,0.4485294117647059,0.0,0.6086956521739131,30.30972222222222,11.333333333333334,8.333333333333334,2.5833333333333335,1.0,2.0,2.0,3.0
101106,2012-13,Andrew Bogut,C,32,785.7166666666667,83,184,1,1,19,38,68,177,245,67,20,55,35,85,186,37,0.45108695652173914,1.0,0.5,24.553645833333334,5.8125,7.65625,2.09375,0.625,1.71875,1.09375,2.65625
101106,2013-14,Andrew Bogut,C,67,1769.4833333333333,235,375,0,0,22,64,182,489,671,112,47,121,97,210,492,311,0.6266666666666667,0.0,0.34375,26.410199004975123,7.343283582089552,10.014925373134329,1.671641791044776,0.7014925373134329,1.8059701492537314,1.4477611940298507,3.1343283582089554
101106,2014-15,Andrew Bogut,C,67,1582.5666666666666,200,355,0,0,22,42,141,402,543,180,39,113,106,188,422,537,0.5633802816901409,0.0,0.5238095238095238,23.620398009950247,6.298507462686567,8.104477611940299,2.6865671641791047,0.582089552238806,1.6865671641791045,1.5820895522388059,2.8059701492537314
101106,2015-16,Andrew Bogut,C,70,1451.2833333333333,175,279,1,1,24,50,121,371,492,162,33,114,83,221,375,396,0.6272401433691757,1.0,0.48,20.732619047619046,5.357142857142857,7.0285714285714285,2.3142857142857145,0.4714285714285714,1.6285714285714286,1.1857142857142857,3.157142857142857
101106,2016-17,Andrew Bogut,C,27,583.2166666666667,38,81,0,1,3,11,56,162,218,49,13,25,43,86,79,-34,0.4691358024691358,0.0,0.2727272727272727,21.60061728395062,2.925925925925926,8.074074074074074,1.8148148148148149,0.48148148148148145,0.9259259259259259,1.5925925925925926,3.185185185185185
101106,2017-18,Andrew Bogut,C,24,216.4,17,25,0,0,2,2,26,52,78,15,4,13,19,40,36,-29,0.68,0.0,1.0,9.016666666666667,1.5,3.25,0.625,0.16666666666666666,0.5416666666666666,0.7916666666666666,1.6666666666666667
101106,2018-19,Andrew Bogut,C,11,134.36666666666667,18,36,0,0,3,3,12,43,55,11,3,8,8,22,39,10,0.5,0.0,1.0,12.215151515151517,3.5454545454545454,5.0,1.0,0.2727272727272727,0.7272727272727273,0.7272727272727273,2.0
101107,2010-11,Marvin Williams,F/G,65,1864.55,246,537,37,110,147,174,68,245,313,88,34,23,62,104,676,-42,0.4581005586592179,0.33636363636363636,0.8448275862068966,28.685384615384613,10.4,4.815384615384615,1.353846153846154,0.5230769230769231,0.35384615384615387,0.9538461538461539,1.6
101107,2011-12,Marvin Williams,F,57,1499.5,203,470,58,149,115,146,76,218,294,71,47,18,39,84,579,70,0.4319148936170213,0.38926174496644295,0.7876712328767124,26.30701754385965,10.157894736842104,5.157894736842105,1.2456140350877194,0.8245614035087719,0.3157894736842105,0.6842105263157895,1.4736842105263157
101107,2012-13,Marvin Williams,F,73,1727.2,199,470,54,166,77,99,55,208,263,77,37,38,60,98,529,-96,0.42340425531914894,0.3253012048192771,0.7777777777777778,23.66027397260274,7.2465753424657535,3.6027397260273974,1.0547945205479452,0.5068493150684932,0.5205479452054794,0.821917808219178,1.3424657534246576
101107,2013-14,Marvin Williams,F,66,1673.5666666666666,231,526,84,234,57,73,82,252,334,78,54,31,53,151,603,-174,0.4391634980988593,0.358974358974359,0.7808219178082192,25.357070707070704,9.136363636363637,5.0606060606060606,1.1818181818181819,0.8181818181818182,0.4696969696969697,0.803030303030303,2.287878787878788
101107,2014-15,Marvin Williams,F,78,2034.6833333333334,210,495,95,265,62,87,58,328,386,100,69,36,60,146,577,-157,0.42424242424242425,0.3584905660377358,0.7126436781609196,26.08568376068376,7.397435897435898,4.948717948717949,1.2820512820512822,0.8846153846153846,0.46153846153846156,0.7692307692307693,1.8717948717948718
101107,2015-16,Marvin Williams,F,81,2338.15,338,747,152,378,120,144,127,394,521,110,58,77,62,133,948,248,0.4524765729585007,0.4021164021164021,0.8333333333333334,28.86604938271605,11.703703703703704,6.432098765432099,1.3580246913580247,0.7160493827160493,0.9506172839506173,0.7654320987654321,1.6419753086419753
101107,2016-17,Marvin Williams,F,76,2294.55,297,704,124,354,131,150,89,411,500,106,58,53,60,134,849,-32,0.421875,0.3502824858757062,0.8733333333333333,30.191447368421056,11.171052631578947,6.578947368421052,1.394736842105263,0.7631578947368421,0.6973684210526315,0.7894736842105263,1.763157894736842
101107,2017-18,Marvin Williams,F,78,2005.85,258,563,126,305,102,123,74,296,370,96,56,38,66,116,744,69,0.458259325044405,0.4131147540983607,0.8292682926829268,25.71602564102564,9.538461538461538,4.743589743589744,1.2307692307692308,0.717948717948718,0.48717948717948717,0.8461538461538461,1.4871794871794872
101107,2018-19,Marvin Williams,F,75,2133.266666666667,275,652,140,382,66,86,76,331,407,92,71,61,47,156,756,-6,0.4217791411042945,0.36649214659685864,0.7674418604651163,28.44355555555556,10.08,5.426666666666667,1.2266666666666666,0.9466666666666667,0.8133333333333334,0.6266666666666667,2.08
101107,2019-20,Marvin Williams,F,58,1128.9333333333334,119,267,56,156,49,57,30,153,183,60,36,30,33,103,343,-80,0.44569288389513106,0.358974358974359,0.8596491228070176,19.464367816091954,5.913793103448276,3.1551724137931036,1.0344827586206897,0.6206896551724138,0.5172413793103449,0.5689655172413793,1.7758620689655173
101108,2010-11,Chris Paul,G,80,2879.6833333333334,430,928,71,183,337,384,38,289,327,782,188,5,177,196,1268,256,0.46336206896551724,0.3879781420765027,0.8776041666666666,35.99604166666667,15.85,4.0875,9.775,2.35,0.0625,2.2125,2.45
101108,2011-12,Chris Paul,G,60,2180.5166666666664,425,890,79,213,260,302,42,171,213,543,152,4,124,138,1189,328,0.47752808988764045,0.37089201877934275,0.8609271523178808,36.341944444444444,19.816666666666666,3.55,9.05,2.533333333333333,0.06666666666666667,2.066666666666667,2.3
101108,2012-13,Chris Paul,G,70,2334.9,412,856,76,232,286,323,53,209,262,678,169,10,159,143,1186,432,0.48130841121495327,0.3275862068965517,0.8854489164086687,33.355714285714285,16.942857142857143,3.742857142857143,9.685714285714285,2.414285714285714,0.14285714285714285,2.2714285714285714,2.0428571428571427
101108,2013-14,Chris Paul,G,62,2171.0666666666666,406,870,78,212,295,345,38,230,268,663,154,4,145,157,1185,530,0.4666666666666667,0.36792452830188677,0.855072463768116,35.01720430107527,19.112903225806452,4.32258064516129,10.693548387096774,2.4838709677419355,0.06451612903225806,2.338709677419355,2.532258064516129
101108,2014-15,Chris Paul,G,82,2857.3,568,1170,139,349,289,321,52,324,376,838,156,15,190,203,1564,733,0.48547008547008547,0.3982808022922636,0.9003115264797508,34.84512195121951,19.073170731707318,4.585365853658536,10.21951219512195,1.9024390243902438,0.18292682926829268,2.317073170731707,2.475609756097561
101108,2015-16,Chris Paul,G,74,2420.3,515,1114,122,329,294,328,39,271,310,738,152,13,194,185,1446,553,0.4622980251346499,0.3708206686930091,0.8963414634146342,32.70675675675676,19.54054054054054,4.1891891891891895,9.972972972972974,2.054054054054054,0.17567567567567569,2.6216216216216215,2.5
101108,2016-17,Chris Paul,G,61,1920.8166666666666,374,785,124,302,232,260,40,264,304,563,119,8,147,146,1104,579,0.4764331210191083,0.4105960264900662,0.8923076923076924,31.48879781420765,18.098360655737704,4.983606557377049,9.229508196721312,1.9508196721311475,0.13114754098360656,2.4098360655737703,2.3934426229508197
101108,2017-18,Chris Paul,G,58,1846.5666666666666,367,798,144,379,203,221,37,276,313,457,96,14,128,141,1081,499,0.4598997493734336,0.37994722955145116,0.918552036199095,31.837356321839078,18.637931034482758,5.396551724137931,7.879310344827586,1.6551724137931034,0.2413793103448276,2.206896551724138,2.4310344827586206
101108,2018-19,Chris Paul,G,58,1856.8,302,720,127,355,175,203,36,229,265,473,114,18,152,146,906,300,0.41944444444444445,0.35774647887323946,0.8620689655172413,32.01379310344827,15.620689655172415,4.568965517241379,8.155172413793103,1.9655172413793103,0.3103448275862069,2.6206896551724137,2.5172413793103448
101108,2019-20,Chris Paul,G,70,2207.85,434,887,111,304,253,279,26,323,349,472,111,11,161,158,1232,330,0.48928974069898534,0.3651315789473684,0.9068100358422939,31.540714285714284,17.6,4.985714285714286,6.742857142857143,1.5857142857142856,0.15714285714285714,2.3,2.257142857142857
101108,2020-21,Chris Paul,G,70,2199.5333333333333,439,879,102,258,169,181,25,287,312,622,99,19,156,166,1149,310,0.49943117178612056,0.3953488372093023,0.9337016574585635,31.421904761904763,16.414285714285715,4.457142857142857,8.885714285714286,1.4142857142857144,0.2714285714285714,2.2285714285714286,2.3714285714285714
101108,2021-22,Chris Paul,G,65,2138.95,363,736,63,199,169,202,22,261,283,702,121,20,153,134,958,460,0.49320652173913043,0.3165829145728643,0.8366336633663366,32.90692307692307,14.738461538461538,4.3538461538461535,10.8,1.8615384615384616,0.3076923076923077,2.353846153846154,2.0615384615384613
101108,2022-23,Chris Paul,G,59,1888.6166666666666,294,668,98,261,133,160,27,224,251,524,91,22,114,126,819,84,0.44011976047904194,0.37547892720306514,0.83125,32.010451977401125,13.88135593220339,4.254237288135593,8.88135593220339,1.5423728813559323,0.3728813559322034,1.9322033898305084,2.135593220338983
101108,2023-24,Chris Paul,G,58,1530.8833333333332,206,467,78,210,43,52,18,207,225,393,70,6,76,108,533,110,0.4411134903640257,0.37142857142857144,0.8269230769230769,26.394540229885056,9.189655172413794,3.8793103448275863,6.775862068965517,1.206896551724138,0.10344827586206896,1.3103448275862069,1.8620689655172413
101109,2010-11,Raymond Felton,G,75,2737.3166666666666,427,1005,116,329,194,241,48,221,269,625,125,11,221,150,1164,133,0.4248756218905473,0.3525835866261398,0.8049792531120332,36.49755555555556,15.52,3.5866666666666664,8.333333333333334,1.6666666666666667,0.14666666666666667,2.9466666666666668,2.0
101109,2011-12,Raymond Felton,G,60,1905.5333333333333,261,642,62,203,100,124,27,122,149,390,78,10,170,122,684,142,0.40654205607476634,0.3054187192118227,0.8064516129032258,31.758888888888887,11.4,2.4833333333333334,6.5,1.3,0.16666666666666666,2.8333333333333335,2.033333333333333
101109,2012-13,Raymond Felton,G,68,2312.8333333333335,377,882,93,258,101,128,51,143,194,372,94,14,155,130,948,280,0.427437641723356,0.36046511627906974,0.7890625,34.01225490196079,13.941176470588236,2.8529411764705883,5.470588235294118,1.3823529411764706,0.20588235294117646,2.2794117647058822,1.911764705882353
101109,2013-14,Raymond Felton,G,65,2017.3166666666666,240,608,62,195,88,122,54,143,197,365,78,27,129,157,630,25,0.39473684210526316,0.31794871794871793,0.7213114754098361,31.035641025641024,9.692307692307692,3.0307692307692307,5.615384615384615,1.2,0.4153846153846154,1.9846153846153847,2.4153846153846152
101109,2014-15,Raymond Felton,G,29,281.4,43,106,10,34,12,15,2,24,26,41,11,4,18,17,108,-20,0.4056603773584906,0.29411764705882354,0.8,9.703448275862069,3.7241379310344827,0.896551724137931,1.4137931034482758,0.3793103448275862,0.13793103448275862,0.6206896551724138,0.5862068965517241
101109,2015-16,Raymond Felton,F/G,80,2191.983333333333,277,682,60,213,149,176,36,222,258,284,68,15,121,141,763,-67,0.40615835777126097,0.28169014084507044,0.8465909090909091,27.399791666666665,9.5375,3.225,3.55,0.85,0.1875,1.5125,1.7625
101109,2016-17,Raymond Felton,F/G,80,1699.8833333333334,221,514,46,144,50,64,33,185,218,191,66,22,83,125,538,-164,0.42996108949416345,0.3194444444444444,0.78125,21.248541666666668,6.725,2.725,2.3875,0.825,0.275,1.0375,1.5625
101109,2017-18,Raymond Felton,G,82,1364.75,224,552,81,230,36,44,25,131,156,203,49,16,76,91,565,-46,0.4057971014492754,0.3521739130434783,0.8181818181818182,16.64329268292683,6.890243902439025,1.9024390243902438,2.475609756097561,0.5975609756097561,0.1951219512195122,0.926829268292683,1.1097560975609757
101109,2018-19,Raymond Felton,N/A,33,379.3666666666667,55,135,20,61,12,13,4,30,34,52,10,6,14,29,142,15,0.4074074074074074,0.32786885245901637,0.9230769230769231,11.495959595959595,4.303030303030303,1.0303030303030303,1.5757575757575757,0.30303030303030304,0.18181818181818182,0.42424242424242425,0.8787878787878788
101110,2010-11,Martell Webster,G,46,1094.4833333333333,152,340,55,132,94,122,36,111,147,53,28,9,58,101,453,-251,0.4470588235294118,0.4166666666666667,0.7704918032786885,23.793115942028987,9.847826086956522,3.1956521739130435,1.1521739130434783,0.6086956521739131,0.1956521739130435,1.2608695652173914,2.1956521739130435
101110,2011-12,Martell Webster,G,47,1139.55,115,272,37,109,57,72,42,126,168,40,31,17,46,86,324,-80,0.4227941176470588,0.3394495412844037,0.7916666666666666,24.245744680851065,6.8936170212765955,3.574468085106383,0.851063829787234,0.6595744680851063,0.3617021276595745,0.9787234042553191,1.8297872340425532
101110,2012-13,Martell Webster,F/G,76,2200.116666666667,281,636,139,329,168,198,53,241,294,143,49,17,90,166,869,-32,0.4418238993710692,0.42249240121580545,0.8484848484848485,28.94890350877193,11.43421052631579,3.8684210526315788,1.881578947368421,0.6447368421052632,0.2236842105263158,1.1842105263157894,2.1842105263157894
101110,2013-14,Martell Webster,F/G,78,2157.133333333333,254,587,146,372,105,125,38,184,222,97,41,15,58,150,759,-13,0.43270868824531517,0.3924731182795699,0.84,27.655555555555555,9.73076923076923,2.8461538461538463,1.2435897435897436,0.5256410256410257,0.19230769230769232,0.7435897435897436,1.9230769230769231
101110,2014-15,Martell Webster,N/A,32,351.6333333333333,24,91,10,43,48,64,10,36,46,17,7,1,22,24,106,-135,0.26373626373626374,0.23255813953488372,0.75,10.988541666666666,3.3125,1.4375,0.53125,0.21875,0.03125,0.6875,0.75
101111,2010-11,Charlie Villanueva,F,76,1665.7166666666667,313,708,125,323,89,116,50,245,295,48,42,42,66,175,840,-137,0.442090395480226,0.38699690402476783,0.7672413793103449,21.917324561403507,11.052631578947368,3.8815789473684212,0.631578947368421,0.5526315789473685,0.5526315789473685,0.868421052631579,2.3026315789473686
101111,2011-12,Charlie Villanueva,N/A,13,179.61666666666667,35,91,15,45,6,7,9,39,48,6,7,5,7,25,91,-46,0.38461538461538464,0.3333333333333333,0.8571428571428571,13.816666666666666,7.0,3.6923076923076925,0.46153846153846156,0.5384615384615384,0.38461538461538464,0.5384615384615384,1.9230769230769231
101111,2012-13,Charlie Villanueva,N/A,69,1091.8833333333334,175,464,90,259,27,49,49,192,241,54,31,39,39,96,467,-90,0.3771551724137931,0.3474903474903475,0.5510204081632653,15.824396135265703,6.768115942028985,3.4927536231884058,0.782608695652174,0.4492753623188406,0.5652173913043478,0.5652173913043478,1.391304347826087
101111,2013-14,Charlie Villanueva,N/A,20,179.66666666666666,35,92,14,56,8,14,6,28,34,6,4,5,7,16,92,-72,0.3804347826086957,0.25,0.5714285714285714,8.983333333333333,4.6,1.7,0.3,0.2,0.25,0.35,0.8
101111,2014-15,Charlie Villanueva,F,64,678.1333333333333,150,362,83,221,20,35,30,119,149,19,15,22,28,64,403,-54,0.4143646408839779,0.3755656108597285,0.5714285714285714,10.595833333333333,6.296875,2.328125,0.296875,0.234375,0.34375,0.4375,1.0
101111,2015-16,Charlie Villanueva,F,62,665.0666666666667,125,327,47,172,22,24,24,128,152,24,18,15,31,71,319,-89,0.382262996941896,0.27325581395348836,0.9166666666666666,10.726881720430109,5.145161290322581,2.4516129032258065,0.3870967741935484,0.2903225806451613,0.24193548387096775,0.5,1.1451612903225807
101112,2010-11,Channing Frye,C/F,77,2541.1833333333334,358,829,171,439,89,107,65,448,513,96,46,79,73,272,976,102,0.43184559710494574,0.3895216400911162,0.8317757009345794,33.00238095238095,12.675324675324676,6.662337662337662,1.2467532467532467,0.5974025974025974,1.025974025974026,0.948051948051948,3.5324675324675323
101112,2011-12,Channing Frye,F,64,1669.4333333333334,255,613,91,263,73,82,71,308,379,88,42,70,63,176,674,167,0.4159869494290375,0.34600760456273766,0.8902439024390244,26.084895833333334,10.53125,5.921875,1.375,0.65625,1.09375,0.984375,2.75
101112,2013-14,Channing Frye,C/F,82,2312.3,336,778,160,432,78,95,73,343,416,98,60,63,89,245,910,297,0.4318766066838046,0.37037037037037035,0.8210526315789474,28.198780487804882,11.097560975609756,5.073170731707317,1.1951219512195121,0.7317073170731707,0.7682926829268293,1.0853658536585367,2.9878048780487805
101112,2014-15,Channing Frye,F,75,1869.6833333333334,191,487,136,346,31,35,27,266,293,94,47,39,78,191,549,-247,0.3921971252566735,0.3930635838150289,0.8857142857142857,24.929111111111112,7.32,3.9066666666666667,1.2533333333333334,0.6266666666666667,0.52,1.04,2.546666666666667
101112,2015-16,Channing Frye,F,70,1199.4166666666667,152,347,91,235,30,35,35,199,234,71,29,28,43,127,425,103,0.43804034582132567,0.3872340425531915,0.8571428571428571,17.13452380952381,6.071428571428571,3.342857142857143,1.0142857142857142,0.4142857142857143,0.4,0.6142857142857143,1.8142857142857143
101112,2016-17,Channing Frye,C/F,74,1397.8666666666668,238,520,137,335,63,74,37,253,290,45,33,37,53,138,676,59,0.4576923076923077,0.408955223880597,0.8513513513513513,18.89009009009009,9.135135135135135,3.918918918918919,0.6081081081081081,0.44594594594594594,0.5,0.7162162162162162,1.864864864864865
101112,2017-18,Channing Frye,F,53,694.8666666666667,104,212,39,115,17,19,12,123,135,38,18,13,21,69,264,114,0.49056603773584906,0.3391304347826087,0.8947368421052632,13.110691823899371,4.981132075471698,2.547169811320755,0.7169811320754716,0.33962264150943394,0.24528301886792453,0.39622641509433965,1.3018867924528301
101112,2018-19,Channing Frye,C/F,36,341.0,43,117,32,79,11,14,4,48,52,20,6,5,13,44,129,-146,0.36752136752136755,0.4050632911392405,0.7857142857142857,9.472222222222221,3.5833333333333335,1.4444444444444444,0.5555555555555556,0.16666666666666666,0.1388888888888889,0.3611111111111111,1.2222222222222223
101113,2010-11,Ike Diogu,N/A,36,469.65,83,148,0,0,41,62,41,74,115,2,3,3,22,72,207,-67,0.5608108108108109,0.0,0.6612903225806451,13.045833333333333,5.75,3.1944444444444446,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.6111111111111112,2.0
101113,2011-12,Ike Diogu,N/A,2,14.2,0,2,0,0,2,2,0,1,1,0,0,0,1,1,2,11,0.0,0.0,1.0,7.1,1.0,0.5,0.0,0.0,0.0,0.5,0.5
101114,2010-11,Deron Williams,G,65,2464.9333333333334,428,975,105,317,348,412,40,220,260,667,79,15,230,190,1309,-119,0.438974358974359,0.3312302839116719,0.8446601941747572,37.922051282051285,20.138461538461538,4.0,10.261538461538462,1.2153846153846153,0.23076923076923078,3.5384615384615383,2.923076923076923
